ID,e_city_id,s_city_id,NOMBORIGEN,EMP07_1,EMP07_2,EMP07_3,EMP07_4,EMP07_5,EMP07_6,EMP07_7,EMP07_8,EMP07_9,EMP07_10,TOTAL_PERSONAS,s_lon,s_lat,e_lon,e_lat,Region_origen,Region_destino,Flujo_Migratorio
768,10201,200301,200301. Dpto. Piura   Prov. Huancabamba   Dist. Huancabamba,-,-,-,-,-,-,-,-,2,-,2,-79.49747085,-5.19683622,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
771,10201,60301,60301. Dpto. Cajamarca   Prov. Celendin   Dist. Celendin,-,-,-,-,-,1,-,1,-,-,2,-78.1176114,-6.77519803,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
772,10201,60417,60417. Dpto. Cajamarca   Prov. Chota   Dist. Tacabamba,-,-,-,-,-,-,-,-,2,-,2,-78.55611135,-6.39870169,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
775,10201,50601,50601. Dpto. Ayacucho   Prov. Lucanas   Dist. Puquio,-,-,-,-,-,-,1,-,-,-,1,-74.01628198,-14.67630189,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
777,10201,10103,10103. Dpto. Amazonas   Prov. Chachapoyas   Dist. Balsas,-,-,-,-,-,-,-,-,1,-,1,-77.94942154,-6.80783944,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
783,10201,61301,61301. Dpto. Cajamarca   Prov. Santa Cruz   Dist. Santa Cruz,-,-,-,-,-,1,-,1,3,-,5,-78.94153962,-6.62735536,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
788,10201,10118,10118. Dpto. Amazonas   Prov. Chachapoyas   Dist. San Francisco de Daguas,-,-,-,-,-,1,-,-,2,-,3,-77.73357548,-6.23223589,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
791,10201,10109,10109. Dpto. Amazonas   Prov. Chachapoyas   Dist. La Jalca,-,-,-,-,-,-,-,1,1,-,2,-77.7844,-6.50359609,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
793,10201,200304,200304. Dpto. Piura   Prov. Huancabamba   Dist. Huarmaca,-,-,-,-,-,1,-,-,9,-,10,-79.56099334,-5.69472861,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
799,10201,30101,30101. Dpto. Apurimac   Prov. Abancay   Dist. Abancay,-,1,1,-,-,-,-,-,-,-,2,-72.87161162,-13.63584151,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
807,10201,211101,211101. Dpto. Puno   Prov. San Roman   Dist. Juliaca,-,1,-,-,-,-,-,-,-,-,1,-70.21552891,-15.45987404,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
808,10201,61101,61101. Dpto. Cajamarca   Prov. San Miguel   Dist. San Miguel,-,-,-,-,2,3,-,-,3,-,8,-78.92237692,-7.07750525,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
810,10201,130903,130903. Dpto. La Libertad   Prov. Sanchez CarriÃ³n   Dist. Cochorco,-,1,-,-,-,-,-,-,-,-,1,-77.69608287,-7.8215886,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
818,10201,61107,61107. Dpto. Cajamarca   Prov. San Miguel   Dist. Llapa,-,-,-,-,-,-,1,-,-,-,1,-78.74870354,-6.89137174,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
821,10201,120425,120425. Dpto. Junin   Prov. Jauja   Dist. Parco,-,1,-,-,-,-,-,2,1,-,4,-75.54060101,-11.82061628,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
824,10201,60102,60102. Dpto. Cajamarca   Prov. Cajamarca   Dist. Asuncion,-,-,-,-,-,-,-,-,3,-,3,-78.52718328,-7.33823543,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
826,10201,60408,60408. Dpto. Cajamarca   Prov. Chota   Dist. Conchan,-,-,-,-,-,3,-,-,2,-,5,-78.60245063,-6.47060842,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
830,10201,61109,61109. Dpto. Cajamarca   Prov. San Miguel   Dist. Niepos,-,-,-,-,-,-,-,-,1,-,1,-79.13143132,-6.92671538,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
832,10201,10104,10104. Dpto. Amazonas   Prov. Chachapoyas   Dist. Cheto,-,-,-,-,-,-,-,-,1,1,2,-77.6771663,-6.29796981,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
833,10201,40109,40109. Dpto. Arequipa   Prov. Arequipa   Dist. Mariano Melgar,-,-,-,-,-,-,-,-,1,-,1,-71.46287666,-16.37538375,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
837,10201,150402,150402. Dpto. Lima   Prov. Canta   Dist. Arahuay,-,1,-,-,-,-,-,-,-,-,1,-76.67510589,-11.64071275,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
839,10201,60101,60101. Dpto. Cajamarca   Prov. Cajamarca   Dist. Cajamarca,-,5,3,-,2,6,-,2,8,-,26,-78.56108812,-7.07751247,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
840,10201,60419,60419. Dpto. Cajamarca   Prov. Chota   Dist. Chalamarca,-,-,-,-,-,1,-,-,4,-,5,-78.49514078,-6.51763624,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
845,10201,10101,10101. Dpto. Amazonas   Prov. Chachapoyas   Dist. Chachapoyas,-,11,6,3,8,3,5,9,15,8,68,-77.85649173,-6.24773573,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
849,10201,10110,10110. Dpto. Amazonas   Prov. Chachapoyas   Dist. Leimebamba,-,-,1,-,1,-,-,-,3,-,5,-77.79870797,-6.80890011,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
857,10201,210101,210101. Dpto. Puno   Prov. Puno   Dist. Puno,-,1,-,-,-,-,-,-,-,-,1,-70.06367703,-15.9050032,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
858,10201,10112,10112. Dpto. Amazonas   Prov. Chachapoyas   Dist. Magdalena,-,-,-,-,-,1,-,-,-,-,1,-77.82381754,-6.42056417,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
862,10201,10504,10504. Dpto. Amazonas   Prov. Luya   Dist. Colcamar,-,-,-,-,-,1,-,-,2,-,3,-78.01063484,-6.31002679,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
867,10201,60601,60601. Dpto. Cajamarca   Prov. Cutervo   Dist. Cutervo,-,1,-,-,1,1,-,-,3,-,6,-78.83296121,-6.38002946,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
876,10201,60613,60613. Dpto. Cajamarca   Prov. Cutervo   Dist. Santo Tomas,-,-,-,-,-,1,-,-,5,-,6,-78.67764662,-6.11859833,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
881,10201,20101,20101. Dpto. Ancash   Prov. Huaraz   Dist. Huaraz,-,-,-,-,1,-,-,-,1,-,2,-77.47153668,-9.5704162,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
882,10201,120114,120114. Dpto. Junin   Prov. Huancayo   Dist. El Tambo,-,-,-,1,-,-,-,-,-,-,1,-75.16108881,-11.97195525,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
884,10201,100101,100101. Dpto. Huanuco   Prov. Huanuco   Dist. Huanuco,-,-,-,-,-,-,-,1,-,-,1,-76.29667215,-9.89658248,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
886,10201,21601,21601. Dpto. Ancash   Prov. Pomabamba   Dist. Pomabamba,-,-,-,-,-,-,1,-,-,-,1,-77.50652631,-8.79036933,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
900,10201,60401,60401. Dpto. Cajamarca   Prov. Chota   Dist. Chota,-,-,-,1,4,14,1,3,37,2,62,-78.64262591,-6.56002952,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
903,10201,80106,80106. Dpto. Cusco   Prov. Cusco   Dist. Santiago,-,-,-,-,-,-,-,-,-,1,1,-71.97854374,-13.57304538,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
905,10201,60105,60105. Dpto. Cajamarca   Prov. Cajamarca   Dist. EncaÃ±ada,-,-,-,-,-,-,1,-,-,-,1,-78.40293945,-6.98519969,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
907,10201,10505,10505. Dpto. Amazonas   Prov. Luya   Dist. Conila,-,-,-,1,-,-,-,-,1,-,2,-78.19119173,-6.12653871,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
911,10201,200307,200307. Dpto. Piura   Prov. Huancabamba   Dist. Sondor,-,-,-,-,-,-,-,-,1,-,1,-79.36245814,-5.4034943,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
912,10201,61307,61307. Dpto. Cajamarca   Prov. Santa Cruz   Dist. Pulan,-,-,-,-,-,-,-,-,5,-,5,-78.92121278,-6.74627688,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
913,10201,61201,61201. Dpto. Cajamarca   Prov. San Pablo   Dist. San Pablo,-,-,-,-,-,2,1,-,1,-,4,-78.78578407,-7.08601208,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
916,10201,80401,80401. Dpto. Cusco   Prov. Calca   Dist. Calca,-,1,-,-,-,-,-,-,-,-,1,-71.95777705,-13.26872231,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
923,10201,61311,61311. Dpto. Cajamarca   Prov. Santa Cruz   Dist. Yauyucan,-,-,-,-,-,-,-,-,1,1,2,-78.84931128,-6.68287505,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
928,10201,61305,61305. Dpto. Cajamarca   Prov. Santa Cruz   Dist. La Esperanza,-,-,-,-,-,1,-,-,1,-,2,-78.85900474,-6.62072427,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
941,10201,80101,80101. Dpto. Cusco   Prov. Cusco   Dist. Cusco,-,-,-,-,1,-,-,-,-,-,1,-71.9876066,-13.49254085,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
945,10201,210401,210401. Dpto. Puno   Prov. Chucuito   Dist. Juli,-,-,-,-,-,-,-,-,1,-,1,-69.50292605,-16.32871781,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
951,10201,150732,150732. Dpto. Lima   Prov. Huarochiri   Dist. Surco,-,1,-,-,2,-,-,2,1,1,7,-76.44535866,-11.8771124,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
953,10201,100702,100702. Dpto. Huanuco   Prov. MaraÃ±on   Dist. Cholon,-,-,-,-,-,-,-,-,1,-,1,-76.74095949,-8.65807559,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
956,10201,151032,151032. Dpto. Lima   Prov. Yauyos   Dist. ViÃ±ac,-,-,-,-,-,-,-,1,-,-,1,-75.77042743,-12.88755923,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
959,10201,90406,90406. Dpto. Huancavelica   Prov. Castrovirreyna   Dist. Cocas,-,-,-,-,-,3,-,-,-,-,3,-75.36308789,-13.27417064,-78.52098269,-5.58091287,SIERRA,SELVA,SIERRA-SELVA
960,10202,60104,60104. Dpto. Cajamarca   Prov. Cajamarca   Dist. Cospan,-,-,-,-,-,2,-,-,-,-,2,-78.51686502,-7.45302919,-78.44833735,-5.38043211,SIERRA,SELVA,SIERRA-SELVA
961,10202,61107,61107. Dpto. Cajamarca   Prov. San Miguel   Dist. Llapa,-,-,-,-,-,-,-,-,1,-,1,-78.74870354,-6.89137174,-78.44833735,-5.38043211,SIERRA,SELVA,SIERRA-SELVA
967,10202,200304,200304. Dpto. Piura   Prov. Huancabamba   Dist. Huarmaca,-,-,-,-,-,9,1,-,6,-,16,-79.56099334,-5.69472861,-78.44833735,-5.38043211,SIERRA,SELVA,SIERRA-SELVA
968,10202,60703,60703. Dpto. Cajamarca   Prov. Hualgayoc   Dist. Hualgayoc,-,-,-,-,-,-,-,-,1,-,1,-78.60030531,-6.75268786,-78.44833735,-5.38043211,SIERRA,SELVA,SIERRA-SELVA
970,10202,60101,60101. Dpto. Cajamarca   Prov. Cajamarca   Dist. Cajamarca,-,1,-,-,-,1,-,-,1,-,3,-78.56108812,-7.07751247,-78.44833735,-5.38043211,SIERRA,SELVA,SIERRA-SELVA
974,10202,200308,200308. Dpto. Piura   Prov. Huancabamba   Dist. Sondorillo,-,-,-,-,-,1,-,-,-,-,1,-79.46006159,-5.39788218,-78.44833735,-5.38043211,SIERRA,SELVA,SIERRA-SELVA
977,10202,150732,150732. Dpto. Lima   Prov. Huarochiri   Dist. Surco,-,-,-,-,1,2,-,-,-,-,3,-76.44535866,-11.8771124,-78.44833735,-5.38043211,SIERRA,SELVA,SIERRA-SELVA
979,10202,60601,60601. Dpto. Cajamarca   Prov. Cutervo   Dist. Cutervo,-,-,-,-,-,4,-,-,2,-,6,-78.83296121,-6.38002946,-78.44833735,-5.38043211,SIERRA,SELVA,SIERRA-SELVA
980,10202,61301,61301. Dpto. Cajamarca   Prov. Santa Cruz   Dist. Santa Cruz,-,-,-,-,-,1,-,-,1,-,2,-78.94153962,-6.62735536,-78.44833735,-5.38043211,SIERRA,SELVA,SIERRA-SELVA
984,10202,10121,10121. Dpto. Amazonas   Prov. Chachapoyas   Dist. Sonche,-,-,-,-,-,-,-,-,-,1,1,-77.79640524,-6.17597453,-78.44833735,-5.38043211,SIERRA,SELVA,SIERRA-SELVA
997,10202,10110,10110. Dpto. Amazonas   Prov. Chachapoyas   Dist. Leimebamba,-,-,-,-,-,-,-,-,1,-,1,-77.79870797,-6.80890011,-78.44833735,-5.38043211,SIERRA,SELVA,SIERRA-SELVA
999,10202,130901,130901. Dpto. La Libertad   Prov. Sanchez CarriÃ³n   Dist. Huamachuco,-,-,-,-,-,-,-,-,1,-,1,-78.04607931,-7.82673307,-78.44833735,-5.38043211,SIERRA,SELVA,SIERRA-SELVA
1007,10202,120133,120133. Dpto. Junin   Prov. Huancayo   Dist. Sapallanga,-,1,-,-,-,-,-,-,-,-,1,-75.1397436,-12.11385938,-78.44833735,-5.38043211,SIERRA,SELVA,SIERRA-SELVA
1010,10202,60608,60608. Dpto. Cajamarca   Prov. Cutervo   Dist. San Andres de Cutervo,-,1,-,-,-,-,-,-,1,-,2,-78.74232875,-6.22407306,-78.44833735,-5.38043211,SIERRA,SELVA,SIERRA-SELVA
1013,10202,61101,61101. Dpto. Cajamarca   Prov. San Miguel   Dist. San Miguel,-,-,-,-,-,1,-,-,1,-,2,-78.92237692,-7.07750525,-78.44833735,-5.38043211,SIERRA,SELVA,SIERRA-SELVA
1020,10202,60410,60410. Dpto. Cajamarca   Prov. Chota   Dist. Lajas,-,-,-,-,-,1,-,-,4,-,5,-78.72747755,-6.57432234,-78.44833735,-5.38043211,SIERRA,SELVA,SIERRA-SELVA
1021,10202,10101,10101. Dpto. Amazonas   Prov. Chachapoyas   Dist. Chachapoyas,-,1,-,-,-,-,-,-,-,-,1,-77.85649173,-6.24773573,-78.44833735,-5.38043211,SIERRA,SELVA,SIERRA-SELVA
1023,10202,60402,60402. Dpto. Cajamarca   Prov. Chota   Dist. Anguia,-,-,-,-,-,-,-,-,1,-,1,-78.5751987,-6.33807918,-78.44833735,-5.38043211,SIERRA,SELVA,SIERRA-SELVA
1027,10202,60306,60306. Dpto. Cajamarca   Prov. Celendin   Dist. Jose Galvez,-,-,-,-,-,1,-,-,-,-,1,-78.15877582,-6.91989426,-78.44833735,-5.38043211,SIERRA,SELVA,SIERRA-SELVA
1031,10202,60406,60406. Dpto. Cajamarca   Prov. Chota   Dist. Choropampa,-,-,-,-,-,2,-,-,2,-,4,-78.36902364,-6.37005886,-78.44833735,-5.38043211,SIERRA,SELVA,SIERRA-SELVA
1032,10202,60401,60401. Dpto. Cajamarca   Prov. Chota   Dist. Chota,-,-,-,-,-,1,-,-,1,-,2,-78.64262591,-6.56002952,-78.44833735,-5.38043211,SIERRA,SELVA,SIERRA-SELVA
1038,10202,10504,10504. Dpto. Amazonas   Prov. Luya   Dist. Colcamar,-,-,-,-,-,-,-,-,2,-,2,-78.01063484,-6.31002679,-78.44833735,-5.38043211,SIERRA,SELVA,SIERRA-SELVA
1052,10202,60409,60409. Dpto. Cajamarca   Prov. Chota   Dist. Huambos,-,-,-,-,-,1,-,-,1,-,2,-78.97022968,-6.44374244,-78.44833735,-5.38043211,SIERRA,SELVA,SIERRA-SELVA
1060,10202,120114,120114. Dpto. Junin   Prov. Huancayo   Dist. El Tambo,-,2,-,-,-,-,-,-,-,-,2,-75.16108881,-11.97195525,-78.44833735,-5.38043211,SIERRA,SELVA,SIERRA-SELVA
1062,10202,60415,60415. Dpto. Cajamarca   Prov. Chota   Dist. Querocoto,-,-,-,-,-,-,-,-,1,-,1,-79.09293346,-6.35217481,-78.44833735,-5.38043211,SIERRA,SELVA,SIERRA-SELVA
1064,10203,60101,60101. Dpto. Cajamarca   Prov. Cajamarca   Dist. Cajamarca,-,-,-,-,1,1,-,1,9,-,12,-78.56108812,-7.07751247,-78.39975547,-5.64770029,SIERRA,SELVA,SIERRA-SELVA
1068,10203,60613,60613. Dpto. Cajamarca   Prov. Cutervo   Dist. Santo Tomas,-,-,-,-,-,1,-,-,4,-,5,-78.67764662,-6.11859833,-78.39975547,-5.64770029,SIERRA,SELVA,SIERRA-SELVA
1071,10203,60703,60703. Dpto. Cajamarca   Prov. Hualgayoc   Dist. Hualgayoc,-,-,-,-,-,-,-,-,1,-,1,-78.60030531,-6.75268786,-78.39975547,-5.64770029,SIERRA,SELVA,SIERRA-SELVA
1077,10203,10521,10521. Dpto. Amazonas   Prov. Luya   Dist. Santo Tomas,-,-,-,-,-,-,-,-,1,-,1,-77.89247685,-6.56905877,-78.39975547,-5.64770029,SIERRA,SELVA,SIERRA-SELVA
1081,10203,10108,10108. Dpto. Amazonas   Prov. Chachapoyas   Dist. Huancas,-,1,-,-,-,-,-,-,-,-,1,-77.87497368,-6.15613878,-78.39975547,-5.64770029,SIERRA,SELVA,SIERRA-SELVA
1085,10203,10110,10110. Dpto. Amazonas   Prov. Chachapoyas   Dist. Leimebamba,-,-,-,-,-,-,-,-,-,1,1,-77.79870797,-6.80890011,-78.39975547,-5.64770029,SIERRA,SELVA,SIERRA-SELVA
1087,10203,60201,60201. Dpto. Cajamarca   Prov. Cajabamba   Dist. Cajabamba,-,-,-,-,-,2,-,-,2,-,4,-78.03214811,-7.63145073,-78.39975547,-5.64770029,SIERRA,SELVA,SIERRA-SELVA
1088,10203,60301,60301. Dpto. Cajamarca   Prov. Celendin   Dist. Celendin,-,-,-,-,-,-,-,-,1,-,1,-78.1176114,-6.77519803,-78.39975547,-5.64770029,SIERRA,SELVA,SIERRA-SELVA
1091,10203,10504,10504. Dpto. Amazonas   Prov. Luya   Dist. Colcamar,-,-,-,-,-,1,-,-,1,-,2,-78.01063484,-6.31002679,-78.39975547,-5.64770029,SIERRA,SELVA,SIERRA-SELVA
1093,10203,140202,140202. Dpto. Lambayeque   Prov. FerreÃ±afe   Dist. CaÃ±aris,-,-,-,-,-,-,-,-,9,-,9,-79.30468893,-6.06021534,-78.39975547,-5.64770029,SIERRA,SELVA,SIERRA-SELVA
1099,10203,60408,60408. Dpto. Cajamarca   Prov. Chota   Dist. Conchan,-,-,-,-,-,-,-,-,3,-,3,-78.60245063,-6.47060842,-78.39975547,-5.64770029,SIERRA,SELVA,SIERRA-SELVA
1101,10203,10101,10101. Dpto. Amazonas   Prov. Chachapoyas   Dist. Chachapoyas,-,-,-,-,-,1,-,-,1,-,2,-77.85649173,-6.24773573,-78.39975547,-5.64770029,SIERRA,SELVA,SIERRA-SELVA
1109,10203,60601,60601. Dpto. Cajamarca   Prov. Cutervo   Dist. Cutervo,-,-,-,-,-,-,-,-,3,-,3,-78.83296121,-6.38002946,-78.39975547,-5.64770029,SIERRA,SELVA,SIERRA-SELVA
1125,10203,61302,61302. Dpto. Cajamarca   Prov. Santa Cruz   Dist. Andabamba,-,-,-,-,-,-,-,1,-,-,1,-78.80954836,-6.66399333,-78.39975547,-5.64770029,SIERRA,SELVA,SIERRA-SELVA
1127,10203,200201,200201. Dpto. Piura   Prov. Ayabaca   Dist. Ayabaca,-,-,-,-,-,-,-,-,1,-,1,-79.60768293,-4.68275461,-78.39975547,-5.64770029,SIERRA,SELVA,SIERRA-SELVA
1128,10203,60401,60401. Dpto. Cajamarca   Prov. Chota   Dist. Chota,-,-,-,-,1,2,-,-,-,-,3,-78.64262591,-6.56002952,-78.39975547,-5.64770029,SIERRA,SELVA,SIERRA-SELVA
1135,10203,10522,10522. Dpto. Amazonas   Prov. Luya   Dist. Tingo,-,-,-,-,-,-,-,-,1,-,1,-77.94352619,-6.38686437,-78.39975547,-5.64770029,SIERRA,SELVA,SIERRA-SELVA
1138,10204,10114,10114. Dpto. Amazonas   Prov. Chachapoyas   Dist. Molinopampa,-,-,-,-,-,-,-,-,1,-,1,-77.60726036,-6.21243633,-78.47396968,-5.62263827,SIERRA,SELVA,SIERRA-SELVA
1145,10204,140203,140203. Dpto. Lambayeque   Prov. FerreÃ±afe   Dist. Incahuasi,-,-,-,-,-,-,-,-,3,-,3,-79.3871472,-6.23124428,-78.47396968,-5.62263827,SIERRA,SELVA,SIERRA-SELVA
1146,10204,60401,60401. Dpto. Cajamarca   Prov. Chota   Dist. Chota,-,-,-,-,-,-,-,1,4,-,5,-78.64262591,-6.56002952,-78.47396968,-5.62263827,SIERRA,SELVA,SIERRA-SELVA
1149,10204,60301,60301. Dpto. Cajamarca   Prov. Celendin   Dist. Celendin,-,-,-,-,-,-,-,-,1,-,1,-78.1176114,-6.77519803,-78.47396968,-5.62263827,SIERRA,SELVA,SIERRA-SELVA
1152,10204,60601,60601. Dpto. Cajamarca   Prov. Cutervo   Dist. Cutervo,-,-,-,-,-,-,-,-,1,-,1,-78.83296121,-6.38002946,-78.47396968,-5.62263827,SIERRA,SELVA,SIERRA-SELVA
1154,10204,61101,61101. Dpto. Cajamarca   Prov. San Miguel   Dist. San Miguel,-,-,-,-,-,-,-,-,2,-,2,-78.92237692,-7.07750525,-78.47396968,-5.62263827,SIERRA,SELVA,SIERRA-SELVA
1156,10204,60419,60419. Dpto. Cajamarca   Prov. Chota   Dist. Chalamarca,-,-,-,-,-,-,-,-,3,-,3,-78.49514078,-6.51763624,-78.47396968,-5.62263827,SIERRA,SELVA,SIERRA-SELVA
1157,10204,200304,200304. Dpto. Piura   Prov. Huancabamba   Dist. Huarmaca,-,-,-,-,-,-,-,-,1,-,1,-79.56099334,-5.69472861,-78.47396968,-5.62263827,SIERRA,SELVA,SIERRA-SELVA
1161,10204,60417,60417. Dpto. Cajamarca   Prov. Chota   Dist. Tacabamba,-,-,-,-,-,-,-,-,1,-,1,-78.55611135,-6.39870169,-78.47396968,-5.62263827,SIERRA,SELVA,SIERRA-SELVA
1164,10205,120401,120401. Dpto. Junin   Prov. Jauja   Dist. Jauja,-,1,-,-,-,-,-,-,-,-,1,-75.49113779,-11.77408558,-78.38959355,-4.99133149,SIERRA,SELVA,SIERRA-SELVA
1165,10205,60419,60419. Dpto. Cajamarca   Prov. Chota   Dist. Chalamarca,-,1,-,-,-,-,-,-,-,-,1,-78.49514078,-6.51763624,-78.38959355,-4.99133149,SIERRA,SELVA,SIERRA-SELVA
1170,10205,10504,10504. Dpto. Amazonas   Prov. Luya   Dist. Colcamar,-,-,-,-,-,-,-,2,1,-,3,-78.01063484,-6.31002679,-78.38959355,-4.99133149,SIERRA,SELVA,SIERRA-SELVA
1179,10205,40115,40115. Dpto. Arequipa   Prov. Arequipa   Dist. QuequeÃ±a,-,-,-,-,-,1,-,-,-,-,1,-71.44321233,-16.54417592,-78.38959355,-4.99133149,SIERRA,SELVA,SIERRA-SELVA
1181,10205,60417,60417. Dpto. Cajamarca   Prov. Chota   Dist. Tacabamba,-,1,-,-,-,-,-,-,-,-,1,-78.55611135,-6.39870169,-78.38959355,-4.99133149,SIERRA,SELVA,SIERRA-SELVA
1190,10205,200403,200403. Dpto. Piura   Prov. Morropon   Dist. Chalaco,-,-,-,-,-,1,-,-,-,-,1,-79.79280947,-5.06634588,-78.38959355,-4.99133149,SIERRA,SELVA,SIERRA-SELVA
1192,10205,10101,10101. Dpto. Amazonas   Prov. Chachapoyas   Dist. Chachapoyas,-,-,-,-,-,-,-,-,1,-,1,-77.85649173,-6.24773573,-78.38959355,-4.99133149,SIERRA,SELVA,SIERRA-SELVA
1195,10205,10508,10508. Dpto. Amazonas   Prov. Luya   Dist. Lonya Chico,-,-,-,-,-,1,-,-,-,-,1,-78.01237582,-6.20744075,-78.38959355,-4.99133149,SIERRA,SELVA,SIERRA-SELVA
