ID,e_city_id,s_city_id,NOMBORIGEN,EMP07_1,EMP07_2,EMP07_3,EMP07_4,EMP07_5,EMP07_6,EMP07_7,EMP07_8,EMP07_9,EMP07_10,TOTAL_PERSONAS,s_lon,s_lat,e_lon,e_lat,Region_origen,Region_destino,Flujo_Migratorio
153372,220101,10101,10101. Dpto. Amazonas   Prov. Chachapoyas   Dist. Chachapoyas,-,2,3,-,5,5,-,7,15,1,38,-77.85649173,-6.24773573,-77.17000495,-5.76828169,SIERRA,SELVA,SIERRA-SELVA
153388,220101,60101,60101. Dpto. Cajamarca   Prov. Cajamarca   Dist. Cajamarca,-,7,1,3,4,11,4,1,7,2,40,-78.56108812,-7.07751247,-77.17000495,-5.76828169,SIERRA,SELVA,SIERRA-SELVA
153407,220101,200304,200304. Dpto. Piura   Prov. Huancabamba   Dist. Huarmaca,-,-,1,1,9,102,2,4,48,2,169,-79.56099334,-5.69472861,-77.17000495,-5.76828169,SIERRA,SELVA,SIERRA-SELVA
153636,220101,60601,60601. Dpto. Cajamarca   Prov. Cutervo   Dist. Cutervo,-,4,-,-,1,29,-,-,32,1,67,-78.83296121,-6.38002946,-77.17000495,-5.76828169,SIERRA,SELVA,SIERRA-SELVA
153969,220104,200304,200304. Dpto. Piura   Prov. Huancabamba   Dist. Huarmaca,-,-,-,-,1,23,-,-,42,-,66,-79.56099334,-5.69472861,-76.92180207,-6.17353785,SIERRA,SELVA,SIERRA-SELVA
153987,220104,140202,140202. Dpto. Lambayeque   Prov. Ferre̱afe   Dist. Ca̱aris,-,-,-,-,-,20,-,-,13,-,33,-79.30468893,-6.06021534,-76.92180207,-6.17353785,SIERRA,SELVA,SIERRA-SELVA
154028,220104,60601,60601. Dpto. Cajamarca   Prov. Cutervo   Dist. Cutervo,-,-,-,-,1,30,1,-,11,5,48,-78.83296121,-6.38002946,-76.92180207,-6.17353785,SIERRA,SELVA,SIERRA-SELVA
154100,220105,60614,60614. Dpto. Cajamarca   Prov. Cutervo   Dist. Socota,-,-,-,-,-,25,-,-,28,1,54,-78.69685794,-6.28747259,-77.05414252,-6.27274273,SIERRA,SELVA,SIERRA-SELVA
154114,220105,200206,200206. Dpto. Piura   Prov. Ayabaca   Dist. Pacaipampa,-,-,-,-,1,20,-,-,9,2,32,-79.64887243,-4.94646608,-77.05414252,-6.27274273,SIERRA,SELVA,SIERRA-SELVA
154739,220203,200206,200206. Dpto. Piura   Prov. Ayabaca   Dist. Pacaipampa,-,-,-,-,3,26,-,-,11,-,40,-79.64887243,-4.94646608,-76.34136014,-7.18416141,SIERRA,SELVA,SIERRA-SELVA
154840,220203,200304,200304. Dpto. Piura   Prov. Huancabamba   Dist. Huarmaca,-,-,-,-,3,70,-,-,43,2,118,-79.56099334,-5.69472861,-76.34136014,-7.18416141,SIERRA,SELVA,SIERRA-SELVA
155387,220303,200307,200307. Dpto. Piura   Prov. Huancabamba   Dist. Sondor,-,-,-,-,1,34,-,-,21,-,56,-79.36245814,-5.4034943,-76.83734095,-6.42328606,SIERRA,SELVA,SIERRA-SELVA
155436,220303,200304,200304. Dpto. Piura   Prov. Huancabamba   Dist. Huarmaca,-,-,-,-,3,71,-,-,63,-,137,-79.56099334,-5.69472861,-76.83734095,-6.42328606,SIERRA,SELVA,SIERRA-SELVA
156424,220502,60417,60417. Dpto. Cajamarca   Prov. Chota   Dist. Tacabamba,-,-,-,-,-,14,1,-,16,-,31,-78.55611135,-6.39870169,-76.77295414,-6.31131768,SIERRA,SELVA,SIERRA-SELVA
156485,220502,60601,60601. Dpto. Cajamarca   Prov. Cutervo   Dist. Cutervo,-,-,-,-,1,28,1,-,19,-,49,-78.83296121,-6.38002946,-76.77295414,-6.31131768,SIERRA,SELVA,SIERRA-SELVA
156504,220502,200304,200304. Dpto. Piura   Prov. Huancabamba   Dist. Huarmaca,-,-,-,-,2,32,-,-,21,-,55,-79.56099334,-5.69472861,-76.77295414,-6.31131768,SIERRA,SELVA,SIERRA-SELVA
158626,220708,200304,200304. Dpto. Piura   Prov. Huancabamba   Dist. Huarmaca,-,-,-,-,-,33,-,-,18,4,55,-79.56099334,-5.69472861,-76.09455929,-7.05176863,SIERRA,SELVA,SIERRA-SELVA
159182,220802,60601,60601. Dpto. Cajamarca   Prov. Cutervo   Dist. Cutervo,-,-,-,-,-,16,-,-,12,2,30,-78.83296121,-6.38002946,-77.43650731,-5.85918841,SIERRA,SELVA,SIERRA-SELVA
159447,220804,60601,60601. Dpto. Cajamarca   Prov. Cutervo   Dist. Cutervo,-,3,-,-,3,19,3,4,14,6,52,-78.83296121,-6.38002946,-77.37224525,-5.94435712,SIERRA,SELVA,SIERRA-SELVA
159494,220804,60101,60101. Dpto. Cajamarca   Prov. Cajamarca   Dist. Cajamarca,-,5,1,-,3,10,2,2,8,-,31,-78.56108812,-7.07751247,-77.37224525,-5.94435712,SIERRA,SELVA,SIERRA-SELVA
159857,220805,60601,60601. Dpto. Cajamarca   Prov. Cutervo   Dist. Cutervo,-,3,-,-,3,16,-,1,10,1,34,-78.83296121,-6.38002946,-77.63414646,-5.74870971,SIERRA,SELVA,SIERRA-SELVA
160366,220901,150732,150732. Dpto. Lima   Prov. Huarochiri   Dist. Surco,-,14,5,2,3,1,-,2,5,2,34,-76.44535866,-11.8771124,-76.3696662,-6.49414473,SIERRA,SELVA,SIERRA-SELVA
160425,220901,10101,10101. Dpto. Amazonas   Prov. Chachapoyas   Dist. Chachapoyas,-,1,1,3,9,-,2,7,7,1,31,-77.85649173,-6.24773573,-76.3696662,-6.49414473,SIERRA,SELVA,SIERRA-SELVA
160455,220901,60101,60101. Dpto. Cajamarca   Prov. Cajamarca   Dist. Cajamarca,-,7,2,5,6,-,5,2,5,3,35,-78.56108812,-7.07751247,-76.3696662,-6.49414473,SIERRA,SELVA,SIERRA-SELVA
161893,221001,100101,100101. Dpto. Huanuco   Prov. Huanuco   Dist. Huanuco,1,26,7,1,10,4,3,4,10,6,72,-76.29667215,-9.89658248,-76.54623124,-8.27741495,SIERRA,SELVA,SIERRA-SELVA
161979,221001,130801,130801. Dpto. La Libertad   Prov. Pataz   Dist. Tayabamba,-,2,-,-,-,19,-,-,15,-,36,-77.25635447,-8.31424349,-76.54623124,-8.27741495,SIERRA,SELVA,SIERRA-SELVA
162096,221002,100101,100101. Dpto. Huanuco   Prov. Huanuco   Dist. Huanuco,-,13,2,1,2,17,2,1,14,1,53,-76.29667215,-9.89658248,-76.21234753,-8.5264574,SIERRA,SELVA,SIERRA-SELVA
162208,221002,100103,100103. Dpto. Huanuco   Prov. Huanuco   Dist. Chinchao,-,-,-,-,1,23,-,-,7,-,31,-76.11071466,-9.61537834,-76.21234753,-8.5264574,SIERRA,SELVA,SIERRA-SELVA
162552,221004,130801,130801. Dpto. La Libertad   Prov. Pataz   Dist. Tayabamba,-,-,-,-,3,8,4,6,17,1,39,-77.25635447,-8.31424349,-76.87670308,-8.42326215,SIERRA,SELVA,SIERRA-SELVA
162583,221005,120101,120101. Dpto. Junin   Prov. Huancayo   Dist. Huancayo,-,1,-,-,3,2,1,1,6,20,34,-75.07127978,-11.99332312,-76.39767492,-8.35834292,SIERRA,SELVA,SIERRA-SELVA
162597,221005,60201,60201. Dpto. Cajamarca   Prov. Cajabamba   Dist. Cajabamba,-,-,-,-,-,2,-,-,59,-,61,-78.03214811,-7.63145073,-76.39767492,-8.35834292,SIERRA,SELVA,SIERRA-SELVA
162635,221005,50101,50101. Dpto. Ayacucho   Prov. Huamanga   Dist. Ayacucho,-,-,-,2,-,-,-,2,-,29,33,-74.25197809,-13.13475583,-76.39767492,-8.35834292,SIERRA,SELVA,SIERRA-SELVA
162736,221005,60401,60401. Dpto. Cajamarca   Prov. Chota   Dist. Chota,-,-,-,-,-,1,-,-,42,-,43,-78.64262591,-6.56002952,-76.39767492,-8.35834292,SIERRA,SELVA,SIERRA-SELVA
162757,221005,100101,100101. Dpto. Huanuco   Prov. Huanuco   Dist. Huanuco,1,15,1,1,6,4,4,9,17,41,99,-76.29667215,-9.89658248,-76.39767492,-8.35834292,SIERRA,SELVA,SIERRA-SELVA
162815,221005,100701,100701. Dpto. Huanuco   Prov. Mara̱on   Dist. Huacrachuco,-,-,-,-,3,22,3,2,201,1,232,-77.17305257,-8.60482186,-76.39767492,-8.35834292,SIERRA,SELVA,SIERRA-SELVA
162897,221005,100102,100102. Dpto. Huanuco   Prov. Huanuco   Dist. Amarilis,-,5,1,-,3,2,1,1,20,17,50,-76.18822047,-9.95023143,-76.39767492,-8.35834292,SIERRA,SELVA,SIERRA-SELVA
166826,250101,120114,120114. Dpto. Junin   Prov. Huancayo   Dist. El Tambo,-,7,2,6,6,3,1,8,5,4,42,-75.16108881,-11.97195525,-74.16019346,-7.9650546,SIERRA,SELVA,SIERRA-SELVA
166835,250101,100101,100101. Dpto. Huanuco   Prov. Huanuco   Dist. Huanuco,2,56,20,18,90,8,18,32,64,21,329,-76.29667215,-9.89658248,-74.16019346,-7.9650546,SIERRA,SELVA,SIERRA-SELVA
167087,250101,120101,120101. Dpto. Junin   Prov. Huancayo   Dist. Huancayo,-,11,10,3,23,2,5,4,12,7,77,-75.07127978,-11.99332312,-74.16019346,-7.9650546,SIERRA,SELVA,SIERRA-SELVA
167152,250101,150732,150732. Dpto. Lima   Prov. Huarochiri   Dist. Surco,2,13,12,7,7,1,5,5,1,4,57,-76.44535866,-11.8771124,-74.16019346,-7.9650546,SIERRA,SELVA,SIERRA-SELVA
167211,250101,100102,100102. Dpto. Huanuco   Prov. Huanuco   Dist. Amarilis,-,19,6,2,27,-,5,7,13,5,84,-76.18822047,-9.95023143,-74.16019346,-7.9650546,SIERRA,SELVA,SIERRA-SELVA
167459,250105,100102,100102. Dpto. Huanuco   Prov. Huanuco   Dist. Amarilis,-,6,3,3,8,1,8,19,3,-,51,-76.18822047,-9.95023143,-74.65669895,-8.24849719,SIERRA,SELVA,SIERRA-SELVA
167539,250105,100101,100101. Dpto. Huanuco   Prov. Huanuco   Dist. Huanuco,-,26,7,10,31,5,13,40,22,4,158,-76.29667215,-9.89658248,-74.65669895,-8.24849719,SIERRA,SELVA,SIERRA-SELVA
168024,250107,100102,100102. Dpto. Huanuco   Prov. Huanuco   Dist. Amarilis,-,6,1,1,8,2,4,5,5,-,32,-76.18822047,-9.95023143,-74.50916082,-8.53844581,SIERRA,SELVA,SIERRA-SELVA
168090,250107,100101,100101. Dpto. Huanuco   Prov. Huanuco   Dist. Huanuco,-,7,4,4,11,4,3,12,8,2,55,-76.29667215,-9.89658248,-74.50916082,-8.53844581,SIERRA,SELVA,SIERRA-SELVA
168518,250301,100103,100103. Dpto. Huanuco   Prov. Huanuco   Dist. Chinchao,-,1,-,-,2,24,1,1,17,2,48,-76.11071466,-9.61537834,-75.62595461,-8.89861017,SIERRA,SELVA,SIERRA-SELVA
168581,250301,100801,100801. Dpto. Huanuco   Prov. Pachitea   Dist. Panao,-,-,-,-,2,21,2,1,20,1,47,-75.89673527,-10.14836804,-75.62595461,-8.89861017,SIERRA,SELVA,SIERRA-SELVA
168582,250301,100109,100109. Dpto. Huanuco   Prov. Huanuco   Dist. Santa Maria Del Valle,-,-,1,-,1,24,2,-,16,1,45,-76.31265765,-9.79339114,-75.62595461,-8.89861017,SIERRA,SELVA,SIERRA-SELVA
168589,250301,100104,100104. Dpto. Huanuco   Prov. Huanuco   Dist. Churubamba,-,-,-,-,6,22,2,3,19,2,54,-76.26573305,-9.68525552,-75.62595461,-8.89861017,SIERRA,SELVA,SIERRA-SELVA
168673,250301,100101,100101. Dpto. Huanuco   Prov. Huanuco   Dist. Huanuco,-,23,3,9,22,61,4,25,65,6,218,-76.29667215,-9.89658248,-75.62595461,-8.89861017,SIERRA,SELVA,SIERRA-SELVA
168718,250301,100102,100102. Dpto. Huanuco   Prov. Huanuco   Dist. Amarilis,-,10,6,4,7,5,1,5,14,1,53,-76.18822047,-9.95023143,-75.62595461,-8.89861017,SIERRA,SELVA,SIERRA-SELVA
168736,250301,120101,120101. Dpto. Junin   Prov. Huancayo   Dist. Huancayo,-,6,3,1,2,-,3,6,6,3,30,-75.07127978,-11.99332312,-75.62595461,-8.89861017,SIERRA,SELVA,SIERRA-SELVA
168943,250302,100102,100102. Dpto. Huanuco   Prov. Huanuco   Dist. Amarilis,-,3,2,2,2,5,-,9,8,-,31,-76.18822047,-9.95023143,-75.27991842,-8.95051641,SIERRA,SELVA,SIERRA-SELVA
168959,250302,100801,100801. Dpto. Huanuco   Prov. Pachitea   Dist. Panao,-,-,1,-,-,17,-,1,16,1,36,-75.89673527,-10.14836804,-75.27991842,-8.95051641,SIERRA,SELVA,SIERRA-SELVA
169005,250302,100101,100101. Dpto. Huanuco   Prov. Huanuco   Dist. Huanuco,-,9,2,2,8,39,4,12,24,3,103,-76.29667215,-9.89658248,-75.27991842,-8.95051641,SIERRA,SELVA,SIERRA-SELVA
169024,250302,100103,100103. Dpto. Huanuco   Prov. Huanuco   Dist. Chinchao,-,-,1,-,1,18,2,-,10,1,33,-76.11071466,-9.61537834,-75.27991842,-8.95051641,SIERRA,SELVA,SIERRA-SELVA
